암호화요양기호,주소
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 판교역로 152, 알파돔타워Ⅲ 3층 3-2호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례동로 153, 에이플타워 5층 501,502,503,504호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 439, 4층 (단대동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 백현로101번길 16, 대덕프라자 305호 (수내동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 300, 8층 807호 (창곡동, 위례중앙역중앙타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 170, 603호 (금곡동, 한국프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례광장로 300, 7층 704호 (창곡동, 위례중앙역중앙타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 300, 7층 701호 (창곡동, 위례중앙역중앙타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 서현로210번길 20, 403호 (서현동, 코코프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 황새울로335번길 5, 앤 타운빌딩 5층 501호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 느티로 27, 하나플라자빌딩 206호, 207호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 360, 7층 (중앙동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 황새울로 326, 서현빌딩 별관 4층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 300, 8층 801호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교로255번길 9-22, 105,106호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 112, 2층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 양현로94번길 19, 새남서울조합상가  303호, 304호 (이매동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 운중로 120, 청호델피노 303호 (운중동)"
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 183, (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 104, 위례 한화오벨리스크 센트럴스퀘어 2층 2245호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 황새울로 340, 교정공제회 서현빌딩 5층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 도촌로 8, 2층 201~203호 (도촌동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 3층 306호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례서일로 10, 슈퍼스타타워 3층일부∼5층 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 52, MD프라자 6층 601~602호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 68, 411호 (구미동, 분당프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 성남대로926번길 6, 야탑 대덕프라자 407호, 408호 (야탑동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 둔촌대로 84, 605호~608호 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQwMyQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 둔촌대로 449, 3층 A306,A307,A308-1A309호 (상대원동, 중앙인더스피아)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 느티로 16, 406호 (정자동, 젤존타워1)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQyNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 168, 801~803호 (금곡동, 미도프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 259, 2층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로351번길 10, 3층 302(일부)호 (서현동, 여얌빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 금상로 137, 1층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 돌마로 73, 502호 (금곡동, 우방코아)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 202-1호 (상대원동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 둔촌대로 387, 지하1~5층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 산성대로 193, 2층 (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 388, 크란츠 테크노 201호 (상대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 둔촌대로 84, 201호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 도촌남로 37, 401호 (도촌동, 도촌프라자)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 283-1, 2층 (하대원동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 84, 5층 501,502호 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 274, 126호 (하대원동, 태연스카이빌)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQxIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 431, 1,2,3층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 둔촌대로 84, 708,709호 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQwMyQzNjE0ODEjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 둔촌대로 287, 2층 (하대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 미금로 44, 3층 (구미동, 국민프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 205, 3층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 151, 분당엠코헤리츠 2층 221호, 221-1호, 222호, 222-1호, 223호, 223-1호, 224호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 성남대로 1144, 3층 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 68, 401호,401-1호,402호,410호,501호,511호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ5MiQzNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로 660, 304호 (삼평동, 유스페이스1)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 창업로 18, 3층 302호 (시흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 175, 2층 (태평동, 동일빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 서현로 192, 404호 (서현동, 야베스밸리)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 313호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 동판교로 59, 4층 405호 (백현동, 자유퍼스트)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 성남대로779번길 50, 2~5층 2층일부호 (이매동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 돌마로 68, 502호 (구미동, 분당프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 둔촌대로 84, 7층 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 희망로 316, 1, 5,6층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 208, 4층 (신흥동, 메드위즈)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 229, 5층,6층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 운중로 233, 202,203호 (판교동, 한솔프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 대왕판교로606번길 39, 1001~1004호 (삼평동, 럭스타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 39, 럭스타워 301~306호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 서현로210번길 2, 3층 308~310호 (서현동, 성지하이츠텔)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 389, 3층 302호 (정자동, 폴라리스2 )"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 32, 201호 (구미동, 보명프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 벌말로 35, 203호 (야탑동, 대명빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 금상로 18, 4층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 대왕판교로 660, 316호 (삼평동, 유스페이스1)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 벌말로 35, 대명빌딩 402호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 돌마로 67, 309호 (금곡동, 금산젬월드)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 성남대로 1133, 3층 324~327호 (성남동, 성남메트로칸)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 223, 일문파이낸스빌딩 5층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 수정구 산성대로 229, 3층 (신흥동, 중앙빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 황새울로342번길 9, 8호 (서현동, 서울문고)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 희망로 380, 1,2,3,4,5층 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로779번길 52, 203~206호 305~306호 (이매동, 신흥코아)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 중원구 도촌남로 27, 2층 205호 (도촌동, 동강프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 분당로53번길 11, 4층 일부호 (서현동, 서원프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 성남대로1130번길 3, 3층 301호 (성남동, 엠스퀘어)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로342번길 23, 601호 (서현동, 기영프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로331번길 7, 502호 (정자동, 정자스타빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로644번길 12, N동 2층 일부호 (삼평동, 엔씨소프트 판교R&D센터)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 운중로 122, 501호 (운중동, 골드클래스)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로 670, B동 321호 (삼평동, 유스페이스2)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 산성대로 354, 4,5층 (중앙동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 608호, 609호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 분당로263번길 35, (서현동, 서현굿모닝프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 산성대로 237-1, 3층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 성남대로 1133, 309호.310호.313호.314호.315호 (성남동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 양현로 469, 402호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 322, 4층 408,409호 (창곡동, 아이플렉스)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 310, 5층 503,504호 (창곡동, 우성트램타워)"
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 위례서일로 6, 6층~9층 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 310, A동 407호 (창곡동, 우성트램타워)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례서일로 34, 6층 606호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 서현로 192, 306호 (서현동, 야베스밸리)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 50, 4층, 5층 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로 345, 정자역프라자 805호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 도촌남로 33, 202호.203-1호 (도촌동, 세일프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 돌마로 85, 동양프라자 301호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 168, 304호 (금곡동, 미도프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 내정로17번길 2, 한솔프라자 4006, 4009, 4017호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 19, 5층 507호 (창곡동, 아이페리온)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 345, 6층 604호 (정자동, 정자역프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로925번길 11, 유니마트 201호,211호,212호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 310, B동 5층 502호 (창곡동, 우성트램타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 310, B동 601호 (창곡동, 우성트램타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로312번길 5, 세광빌딩 3층 (서현동)"
